,review
10521,nan
10522,nan
10523,nan
10524,nan
10525,nan
10526,nan
10527,ich habe da buch angefangen lesen und schon nach seiten keine lust mehr darauf verspürt dem ganzen eine chance geben bin ich auf hörbich habe da buch angefangen lesen und schon nach seiten keine lust mehr darauf verspürt dem ganzen eine chance geben bin ich auf hörbuch umgestiegen und da ich mir da bi zur letzten minute angetan habe ist nur der unglaublich guten vertonung durch torben kessler geschuldet dem mann höre ich einfach gern eins vorweg ich mag emotionale bücher ich mag bücher mit einer schweren thematik ich mag bücher die zum nachdenken anregen und auch meine sicht auf die dinge verändern ich mag auch bücher die krankheiten thematisieren insbesondere psychische erkrankungen au diesen gründen habe ich diesem buch gegriffen und ich fand tatsächlich interessant wie jude psychische erkrankung dargestellt wurde sehr ich manchmal auch genervt von ihm war konnte ich seine denk und handlungsweise durchaus nachvollziehen psychisch kranke geben nunmal nicht gern das sie krank sind sie reden sich gern ein das sie gewisse gute dinge einfach nicht verdienen sie meinen sich immer selbst bestrafen müssen und ist unfassbar schwer einen mensch ranzukommen geschweige denn ihm helfen können mir war da buch allerdings von anfang viel langatmig erzählt außerdem wurde die handlung zunehmend unrealistisch da ganze buch habe ich al eine schlichte aneinanderreihung von grausamkeiten empfunden da wurde irgendwann unsinnig das ich da ganze gar nicht mehr ernst nehmen konnte spätestens dem kapitel dem man die ursache für jude gehbehinderung erfährt hab ich nur noch mit dem kopf geschüttelt und ich habe mir oft die frage gestellt leben der autorin passiert sein mag das sie da bedürfnis verspürte eine geschichte niederzuschreiben und einer fiktiven person viele grausamkeiten anzutun auch stört mich das dem buch nur schwarz und weiß gibt seiner kindheit begegnet jude fast nur menschen die böse sind die seine schwäche ausnutzen und ihm nur schlimme dinge antun ist kein einziger mensch bei dem schutz findet zumindest nicht dem maße wie man sich da für ein kind wünscht und plötzlich ist erwachsen und schon sind die bösen menschen verschwunden plötzlich sind fast alle gut ihm wollen ihn al freund lieben ihn und zeigen ihm wie wertvoll ist und ich finde schade das über die jahrzehnte die man da leben von jude und seinen freunden begleitet eigentlich nie auf eine lösung hingearbeitet wird alle schauen dabei wie jude seinen seelenqualen zugrunde geht und sich selbst verletzt andy flickt ihn immer wieder zusammen aber auch kommt nur und mal mit dem erhobenen zeigefinger die ecke oder jude wird mal angeschrien wenn mit seiner ritzerei sehr übertrieben hat ist schwer einem mensch helfen wenn da selbst nicht möchte aber tatenlos dabei zusehen kann doch auch nicht die lösung sein mir da buch also endeffekt sagen da die welt voller perverser pädophiler männer ist das der freitod die einzige lösung ist wenn man mit seinen psychischen problemen nicht klarkommt ich wünsche jedem der da buch mag das für sich etwas au der geschichte mitnehmen konnte ich kann leider gar nichts daraus mitnehmen von daher ist entgegen meiner erwartung einfach kein buch für mich und ich persönlich würde auch niemandem empfehlen da buch lesen denn alles nach dem lesen bleibt ist nur ein unfassbar bedrückendes gefühl ohne mehrwert
10528,nan
10529,nan
10530,nan
10531,nan
10532,nan
10533,nan
10534,nan
10535,nan
10536,nan
10537,nan
10538,nan
10539,nan
10540,nan
10541,nan
10542,nan
10543,nan
10544,nan
10545,nan
10546,nan
10547,nan
10548,nan
10549,nan
10550,nan
10551,nan
10552,nan
10553,nan
10554,nan
10555,nan
10556,nan
10557,nan
10558,nan
10559,nan
10560,nan
10561,nan
10562,nan
10563,nan
10564,dnfcouldn get invested story kept hoping would thought would
10565,nan
10566,nan
10567,nan
10568,nan
10569,nan
10570,nan
10571,nan
10572,nan
10573,nan
10574,nan
10575,nan
10576,nan
10577,nan
10578,nan
10579,nan
10580,nan
10581,nan
10582,nan
10583,nan
10584,nan
10585,nan
10586,nan
10587,nan
10588,nan
10589,nan
10590,nan
10591,nan
10592,nan
10593,nan
10594,nan
10595,nan
10596,nan
10597,nan
10598,nan
10599,nan
10600,nan
10601,nan
10602,nan
10603,nan
10604,nan
10605,nan
10606,nan
10607,nan
10608,nan
10609,nan
10610,nan
10611,nan
10612,nan
10613,nan
10614,nan
10615,nan
10616,nan
10617,nan
10618,nan
10619,nan
10620,nan
10621,nan
10622,nan
10623,nan
10624,nan
10625,nan
10626,nan
10627,nan
10628,nan
10629,nan
10630,nan
10631,nan
10632,nan
10633,nan
10634,nan
10635,nan
10636,nan
10637,nan
10638,nan
10639,nan
10640,nan
10641,nan
10642,nan
10643,nan
10644,nan
10645,nan
10646,nan
10647,nan
10648,nan
10649,nan
10650,nan
10651,nan
10652,nan
10653,nan
10654,nan
10655,nan
10656,nan
10657,nan
10658,nan
10659,nan
10660,nan
10661,nan
10662,nan
10663,nan
10664,nan
10665,nan
10666,nan
10667,nan
10668,nan
10669,nan
10670,nan
10671,nan
10672,nan
10673,nan
10674,nan
10675,nan
10676,nan
10677,nan
10678,nan
10679,nan
10680,nan
10681,nan
10682,nan
10683,nan
10684,nan
10685,nan
10686,nan
10687,nan
10688,nan
10689,nan
10690,nan
10691,nan
10692,nan
10693,nan
10694,nan
10695,nan
10696,nan
10697,nan
10698,nan
10699,nan
10700,nan
10701,nan
10702,nan
10703,nan
10704,nan
10705,nan
10706,nan
10707,nan
10708,nan
10709,nan
10710,nan
10711,nan
10712,nan
10713,nan
10714,nan
10715,nan
10716,nan
10717,nan
10718,nan
10719,nan
10720,nan
10721,nan
10722,nan
10723,nan
10724,nan
10725,nan
10726,nan
10727,nan
10728,nan
10729,nan
10730,nan
10731,nan
10732,nan
10733,nan
10734,nan
10735,nan
10736,nan
10737,nan
10738,nan
10739,nan
10740,nan
10741,nan
10742,nan
10743,nan
10744,nan
10745,nan
10746,nan
10747,nan
10748,nan
10749,nan
10750,nan
10751,nan
10752,nan
10753,nan
10754,nan
10755,nan
10756,nan
10757,nan
10758,nan
10759,nan
10760,nan
10761,nan
10762,nan
10763,nan
10764,nan
10765,nan
10766,nan
10767,nan
10768,nan
10769,nan
10770,nan
10771,nan
10772,nan
10773,nan
10774,nan
10775,nan
10776,nan
10777,nan
10778,nan
10779,nan
10780,nan
10781,nan
10782,nan
10783,nan
10784,nan
10785,nan
10786,nan
10787,nan
10788,nan
10789,nan
10790,nan
10791,nan
10792,nan
10793,nan
10794,nan
10795,nan
10796,nan
10797,nan
10798,nan
10799,nan
10800,nan
10801,nan
10802,nan
10803,nan
10804,nan
10805,nan
10806,nan
10807,nan
10808,nan
10809,nan
10810,nan
10811,nan
10812,nan
10813,nan
10814,nan
10815,nan
10816,nan
10817,nan
10818,nan
10819,nan
10820,nan
10821,nan
10822,nan
10823,nan
10824,nan
10825,nan
10826,nan
10827,nan
10828,nan
10829,nan
10830,nan
10831,nan
10832,nan
10833,nan
10834,nan
10835,nan
10836,nan
10837,nan
10838,nan
10839,nan
10840,nan
10841,nan
10842,nan
10843,nan
10844,nan
10845,nan
10846,nan
10847,nan
10848,nan
10849,nan
10850,nan
10851,nan
10852,nan
10853,nan
10854,nan
10855,nan
10856,enjoy ending predictable
10857,slightly predictable time overall really enjoyed
10858,great engrossed story could hardly put
10859,good ending
10860,loved getting learn life perspective sad see turn wanted many thing left loved getting learn life perspective sad see turn wanted many thing left wanted accomplish
10861,harder time getting interested eadlyn story maxon still enjoyed looking forward next
10862,loved flew thru even fun long time kept interested wholei loved flew thru even fun long time kept interested whole time fun cute story recommend
10863,loved wait third
10864,loved first way thru enjoyed long time concept society intriguing
10865,cup tea honestly got kinda bored disappointed loved original trilogy
10866,might liked one better first one like story atlas even tho kinda predictable
10867,would given start letter ellen
10868,loved show hulu much struggled long middle felt boring fei loved show hulu much struggled long middle felt boring felt like exciting show end hold attention like show wanted love honestly main storyline interesting tho love time travel detail historical detail
10869,nan
10870,nan
10871,nan
10872,attendais beaucoup cause tiktok ducoup étais peu déçu mais etais quand même super
10873,nan
10874,nan
10875,nan
10876,nan
10877,nan
10878,nan
10879,nan
10880,nan
10881,nan
10882,nan
10883,nan
10884,nan
10885,nan
10886,nan
10887,nan
10888,nan
10889,nan
10890,nan
10891,nan
10892,nan
10893,nan
10894,nan
10895,nan
10896,nan
10897,nan
10898,nan
10899,nan
10900,nan
10901,nan
10902,nan
10903,nan
10904,nan
10905,nan
10906,nan
10907,nan
10908,nan
10909,nan
10910,nan
10911,nan
10912,nan
10913,nan
10914,nan
10915,nan
10916,nan
10917,nan
10918,nan
10919,nan
10920,nan
10921,nan
10922,nan
10923,nan
10924,nan
10925,nan
10926,nan
10927,nan
10928,nan
10929,nan
10930,nan
10931,nan
10932,nan
10933,nan
10934,nan
10935,nan
10936,nan
10937,nan
10938,nan
10939,nan
10940,nan
10941,nan
10942,nan
10943,nan
10944,nan
10945,nan
10946,nan
10947,nan
10948,nan
10949,nan
10950,nan
10951,nan
10952,nan
10953,nan
10954,nan
10955,nan
10956,nan
10957,nan
10958,nan
10959,nan
10960,nan
10961,nan
10962,nan
10963,nan
10964,nan
10965,nan
10966,nan
10967,nan
10968,nan
10969,nan
10970,nan
10971,nan
10972,nan
10973,nan
10974,nan
10975,nan
10976,nan
10977,nan
10978,nan
10979,nan
10980,deeply personal sweet time gut wrenching others thankful confident visit
10981,messed head thoroughly enjoyed wish one sitting still impactful bring back mak messed head thoroughly enjoyed wish one sitting still impactful bring back make want devastating letter
10982,really good lily excellent protagonist main character see queer way one great reathis really good lily excellent protagonist main character see queer way one great
10983,definitely strongest
10984,incredibly strange sure feel one hand well unlike anything othwhat incredibly strange sure feel one hand well unlike anything odd ending appease though think meant think want anything like put guess speaks something
10985,romance choice heard amazing thing gave chance character interesting theromance choice heard amazing thing gave chance character interesting plot compelling diminished mostly cringey entirely unrealistic dialogue sadly
10986,occasionally trouble suspending disbelief plot point death often happened conveniently frequently stilli occasionally trouble suspending disbelief plot point death often happened conveniently frequently still entertained overall wall excellent storyteller imagery appreciate also crafted hero really enjoyed often enjoy first person perspective wall make realistic pleasant interesting fiction previously known memoir note jennette mccurdy praised reason finally dive memoir next
10987,peculiar pleasantly surprised took awhile get around chapter could barely put typicwhat peculiar pleasantly surprised took awhile get around chapter could barely put typical really enjoyed change one likely think awhile
10988,good last page moved way fast convenient really enjoyed snow thought everything sso good last page moved way fast convenient really enjoyed snow thought everything said politiciani think necessary think necessarily detracts initial trilogy prefer view separate entity
10989,probably bit closer honestly interesting first half much exciting much faster second halfprobably bit closer honestly interesting first half much exciting much faster second half resonated much think similar bit broken agree captivating sure ever thought adaptation
10990,personally liked evelyn also incredible overall particularly recommend someone trying get back readipersonally liked evelyn also incredible overall particularly recommend someone trying get back simple quick reveal end incredible loved watching narrator contradict last page meant lot
10991,nan
10992,nan
10993,nan
10994,nan
10995,nan
10996,nan
10997,nan
10998,nan
10999,nan
11000,nan
11001,nan
11002,nan
11003,nan
11004,nan
11005,nan
11006,nan
11007,nan
11008,utterly destroyed thank much
11009,nan
11010,feel knowdidn feel know
11011,nan
11012,nan
11013,fucking shite mean ryle biggest piece fucking shite mean ryle biggest piece
11014,nan
11015,nan
11016,
11017,nan
11018,nan
11019,nan
11020,nan
11021,nan
11022,nan
11023,nan
11024,nan
11025,nan
11026,nan
11027,nan
11028,nan
11029,nan
11030,nan
11031,nan
11032,nan
11033,wow amazing definitely page turner prepared finish one day
11034,nan
11035,nan
11036,nan
11037,nan
11038,nan
11039,omg one best longggg time feeling
11040,slow start another love story
11041,nan
11042,nan
11043,nan
11044,nan
11045,nan
11046,nan
11047,nan
11048,nan
11049,nan
11050,nan
11051,nan
11052,nan
11053,nan
11054,nan
11055,nan
11056,nan
11057,nan
11058,nan
11059,nan
11060,nan
11061,nan
11062,nan
11063,nan
11064,nan
11065,nan
11066,nan
11067,nan
11068,nan
11069,nan
11070,nan
11071,nan
11072,nan
11073,nan
11074,nan
11075,nan
11076,nan
11077,nan
11078,nan
11079,nan
11080,nan
11081,nan
11082,nan
11083,nan
11084,nan
11085,nan
11086,nan
11087,nan
11088,nan
11089,nan
11090,nan
11091,nan
11092,nan
11093,nan
11094,nan
11095,nan
11096,nan
11097,nan
11098,nan
11099,nan
11100,nan
11101,nan
11102,nan
11103,nan
11104,nan
11105,nan
11106,nan
11107,nan
11108,nan
11109,nan
11110,nan
11111,nan
11112,nan
11113,nan
11114,nan
11115,nan
11116,nan
11117,nan
11118,nan
11119,nan
11120,nan
11121,nan
11122,nan
11123,nan
11124,nan
11125,nan
11126,nan
11127,nan
11128,nan
11129,nan
11130,nan
11131,nan
11132,nan
11133,nan
11134,nan
11135,nan
11136,nan
11137,nan
11138,nan
11139,nan
11140,nan
11141,nan
11142,nan
11143,nan
11144,nan
11145,nan
11146,nan
11147,nan
11148,nan
11149,nan
11150,nan
11151,nan
11152,nan
11153,nan
11154,nan
11155,nan
11156,nan
11157,nan
11158,nan
11159,nan
11160,nan
11161,nan
11162,nan
11163,nan
11164,nan
11165,nan
11166,nan
11167,nan
11168,nan
11169,nan
11170,nan
11171,nan
11172,nan
11173,nan
11174,nan
11175,nan
11176,nan
11177,nan
11178,nan
11179,nan
11180,nan
11181,nan
11182,nan
11183,nan
11184,nan
11185,nan
11186,nan
11187,nan
11188,nan
11189,nan
11190,nan
11191,nan
11192,nan
11193,nan
11194,nan
11195,nan
11196,nan
11197,nan
11198,nan
11199,nan
11200,nan
11201,nan
11202,nan
11203,nan
11204,nan
11205,nan
11206,nan
11207,nan
11208,nan
11209,nan
11210,nan
11211,nan
11212,nan
11213,nan
11214,nan
11215,nan
11216,nan
11217,nan
11218,nan
11219,nan
11220,nan
11221,nan
11222,nan
11223,nan
11224,nan
11225,nan
11226,nan
11227,nan
11228,nan
11229,nan
11230,nan
11231,nan
11232,nan
11233,nan
11234,nan
11235,nan
11236,nan
11237,nan
11238,nan
11239,nan
11240,nan
11241,nan
11242,nan
11243,nan
11244,nan
11245,nan
11246,nan
11247,nan
11248,nan
11249,nan
11250,nan
11251,nan
11252,nan
11253,nan
11254,nan
11255,nan
11256,nan
11257,nan
11258,nan
11259,nan
11260,nan
11261,nan
11262,nan
11263,nan
11264,nan
11265,nan
11266,nan
11267,nan
11268,nan
11269,nan
11270,nan
11271,nan
11272,nan
11273,nan
11274,nan
11275,nan
11276,nan
11277,nan
11278,nan
11279,nan
11280,nan
11281,nan
11282,nan
11283,nan
11284,nan
11285,nan
11286,nan
11287,nan
11288,nan
11289,nan
11290,nan
11291,nan
11292,nan
11293,nan
11294,nan
11295,nan
11296,nan
11297,nan
11298,nan
11299,nan
11300,nan
11301,nan
11302,nan
11303,nan
11304,nan
11305,nan
11306,nan
11307,nan
11308,nan
11309,nan
11310,nan
11311,nan
11312,nan
11313,nan
11314,nan
11315,nan
11316,nan
11317,nan
11318,nan
11319,nan
11320,nan
11321,nan
11322,nan
11323,nan
11324,nan
11325,nan
11326,nan
11327,nan
11328,nan
11329,nan
11330,nan
11331,nan
11332,nan
11333,nan
11334,nan
11335,nan
11336,nan
11337,nan
11338,nan
11339,nan
11340,nan
11341,nan
11342,nan
11343,nan
11344,nan
11345,nan
11346,nan
11347,nan
11348,nan
11349,nan
11350,nan
11351,nan
11352,nan
11353,nan
11354,nan
11355,nan
11356,nan
11357,nan
11358,nan
11359,nan
11360,nan
11361,nan
11362,nan
11363,nan
11364,nan
11365,nan
11366,nan
11367,nan
11368,nan
11369,nan
11370,nan
11371,nan
11372,nan
11373,nan
11374,nan
11375,nan
11376,nan
11377,nan
11378,nan
11379,nan
11380,nan
11381,nan
11382,nan
11383,nan
11384,nan
11385,nan
11386,nan
11387,nan
11388,nan
11389,nan
11390,nan
11391,nan
11392,nan
11393,nan
11394,nan
11395,nan
11396,nan
11397,nan
11398,nan
11399,red rising pierce brown science fiction part called red rising universe man kred rising pierce brown science fiction part called red rising universe man kind become interplanetary maintain order people split genetically altered color color genetically modified purpose hierarchy gold top red bottom every color purpose serve gold different way red poorest poor young man main character darrow go red gold resolve take hierarchy darrow modification body become strong powerful gold willpower strong enough die process however darrow battle mixed feeling guilt pleasure adjust befriend gold surround darrow prevail trick gold play become one overall best aspect imagery attention detail realistic character development top deploys aspect manner contributes story maximum volume rate star
11400,nan
11401,nan
11402,nan
11403,
11404,
11405,nan
11406,nan
11407,nan
11408,nan
11409,nan
11410,nan
11411,nan
11412,nan
11413,nan
11414,nan
11415,nan
11416,nan
11417,nan
11418,nan
11419,nan
11420,nan
11421,nan
11422,nan
11423,nan
11424,nan
11425,nan
11426,think could possibly favourite bending character building suspense created every page establishes abi think could possibly favourite bending character building suspense created every page establishes absolute epic utterly hooked start finish wondered half way could possibly next boom another twist boom another turn utterly invested character plot became obsessive onto wayward thank chuck wendig
11427,fairy tale crusade ups down plot tone story pay stunning homage king previous fantasy world building butfairy tale crusade ups down plot tone story pay stunning homage king previous fantasy world building rush diminished overall finale first page utterly gripping well final however seemed dip high low king near enough equal pacing lovely piece fantasy mixed stunning snippet lovecraftian horror rush diminished final push
11428,nan
11429,create much empathy animal revolving within story character know somethiwhen create much empathy animal revolving within story character know something special truly special relatability ever growing problem face climate change landscape losing ever present everlasting notably final page story really stay effort inti go reflect love cause present protect wolf allow change land absolutely adored wolf able leave alone seems left lasting impression growing eagerness within subject hope charlotte mcconaghy revisits future grows grows whoever first time envy immensely reread repeatedly phenomenal real gem
11430,nan
11431,nan
11432,nan
11433,thoroughly enjoyed absolute joy journey literally slow really get iti thoroughly enjoyed absolute joy journey literally slow really get minor flaw overall thought absolute blast
11434,kept absolutely hooked forever enormous fan king horror however sceptical ambition crime scepticism dethis kept absolutely hooked forever enormous fan king horror however sceptical ambition crime scepticism deteriorating brings together stunning battle whodunnit creature feature wider connection instalment king crime fiction deliver another driving blow absolutely loved
11435,hooked month absolutely adored start finish character depth connectivity engrossingi hooked month absolutely adored start finish character depth connectivity engrossing shock shock really packed final hook phenomenal truly delivers heartache felt whilst long time envy anybody first time
11436,nan
11437,nan
11438,nan
11439,thoroughly enjoyed sat shelf long time disappoint creepiness unsettling prose pthoroughly enjoyed sat shelf long time disappoint creepiness unsettling prose party descent really impacting definitely stick kind sense seems slow begin sure pick pace fast enough brilliant atmosphere
11440,nan
11441,nan
11442,nan
11443,nan
11444,nan
11445,nan
11446,nan
11447,nan
11448,nan
11449,nan
11450,nan
11451,nan
11452,nan
11453,nan
11454,nan
11455,nan
11456,nan
11457,nan
11458,nan
11459,nan
11460,nan
11461,nan
11462,nan
11463,nan
11464,nan
11465,nan
11466,nan
11467,nan
11468,nan
11469,nan
11470,nan
11471,nan
11472,nan
11473,nan
11474,nan
11475,nan
11476,nan
11477,nan
11478,nan
11479,nan
11480,nan
11481,nan
11482,nan
11483,nan
11484,nan
11485,nan
11486,nan
11487,nan
11488,nan
11489,nan
11490,nan
11491,nan
11492,nan
11493,nan
11494,nan
11495,nan
11496,nan
11497,nan
11498,nan
11499,nan
11500,nan
11501,nan
11502,nan
11503,nan
11504,nan
11505,nan
11506,nan
11507,nan
11508,nan
11509,nan
11510,nan
11511,nan
11512,nan
11513,nan
11514,nan
11515,nan
11516,nan
11517,nan
11518,nan
11519,nan
11520,nan
11521,nan
11522,nan
11523,nan
11524,nan
11525,nan
11526,nan
11527,nan
11528,nan
11529,nan
11530,nan
11531,nan
11532,nan
11533,nan
11534,nan
11535,nan
11536,nan
11537,nan
11538,nan
11539,nan
11540,nan
11541,nan
11542,nan
11543,nan
11544,nan
11545,nan
11546,nan
11547,nan
11548,nan
11549,nan
11550,nan
11551,nan
11552,nan
11553,nan
11554,nan
11555,nan
11556,nan
11557,nan
11558,nan
11559,nan
11560,nan
11561,nan
11562,nan
11563,nan
11564,nan
11565,nan
11566,nan
11567,nan
11568,nan
11569,nan
11570,nan
11571,nan
11572,nan
11573,nan
11574,nan
11575,nan
11576,nan
11577,nan
11578,nan
11579,nan
11580,nan
11581,nan
11582,nan
11583,nan
11584,nan
11585,nan
11586,nan
11587,nan
11588,nan
11589,nan
11590,nan
11591,nan
11592,nan
11593,nan
11594,nan
11595,nan
11596,nan
11597,nan
11598,nan
11599,nan
11600,nan
11601,nan
11602,nan
11603,nan
11604,nan
11605,nan
11606,nan
11607,nan
11608,nan
11609,nan
11610,nan
11611,nan
11612,nan
11613,nan
11614,nan
11615,nan
11616,nan
11617,nan
11618,nan
11619,nan
11620,nan
11621,nan
11622,nan
11623,nan
11624,nan
11625,nan
11626,nan
11627,nan
11628,nan
11629,nan
11630,nan
11631,nan
11632,nan
11633,nan
11634,nan
11635,nan
11636,nan
11637,nan
11638,nan
11639,nan
11640,nan
11641,nan
11642,nan
11643,nan
11644,nan
11645,nan
11646,nan
11647,nan
11648,nan
11649,nan
11650,nan
11651,nan
11652,nan
11653,nan
11654,nan
11655,nan
11656,nan
11657,nan
11658,nan
11659,nan
11660,nan
11661,nan
11662,nan
11663,nan
11664,nan
11665,nan
11666,nan
11667,nan
11668,nan
11669,nan
11670,nan
11671,nan
11672,nan
11673,nan
11674,nan
11675,nan
11676,nan
11677,nan
11678,nan
11679,nan
11680,nan
11681,nan
11682,nan
11683,nan
11684,nan
11685,nan
11686,nan
11687,nan
11688,nan
11689,nan
11690,nan
11691,nan
11692,nan
11693,nan
11694,nan
11695,nan
11696,nan
11697,nan
11698,nan
11699,nan
11700,nan
11701,nan
11702,nan
11703,nan
11704,nan
11705,nan
11706,nan
11707,nan
11708,nan
11709,nan
11710,nan
11711,nan
11712,nan
11713,nan
11714,nan
11715,nan
11716,nan
11717,nan
11718,nan
11719,nan
11720,nan
11721,nan
11722,nan
11723,nan
11724,nan
11725,nan
11726,nan
11727,nan
11728,nan
11729,nan
11730,nan
11731,nan
11732,nan
11733,nan
11734,nan
11735,nan
11736,nan
11737,nan
11738,nan
11739,nan
11740,nan
11741,nan
11742,nan
11743,nan
11744,nan
11745,nan
11746,nan
11747,nan
11748,nan
11749,nan
11750,nan
11751,nan
11752,nan
11753,nan
11754,nan
11755,nan
11756,nan
11757,nan
11758,nan
11759,nan
11760,nan
11761,nan
11762,nan
11763,nan
11764,nan
11765,nan
11766,nan
11767,nan
11768,nan
11769,nan
11770,nan
11771,nan
11772,nan
11773,nan
11774,nan
11775,nan
11776,nan
11777,nan
11778,nan
11779,nan
11780,nan
11781,nan
11782,nan
11783,nan
11784,nan
11785,nan
11786,nan
11787,nan
11788,nan
11789,nan
11790,nan
11791,nan
11792,nan
11793,nan
11794,nan
11795,nan
11796,nan
11797,nan
11798,nan
11799,nan
11800,nan
11801,nan
11802,nan
11803,nan
11804,nan
11805,nan
11806,nan
11807,nan
11808,nan
11809,nan
11810,nan
11811,nan
11812,nan
11813,nan
11814,nan
11815,nan
11816,nan
11817,nan
11818,nan
11819,nan
11820,nan
11821,nan
11822,nan
11823,nan
11824,nan
11825,nan
11826,nan
11827,nan
11828,nan
11829,nan
11830,nan
11831,nan
11832,nan
11833,nan
11834,nan
11835,nan
11836,dull shadow former self leaf little energy desire thoroughly simply ready move glimmer old bridgdull shadow former self leaf little energy desire thoroughly simply ready move glimmer old bridget twitterati instead diary keeper humour lost translation social medium addiction humour chaka khan nothing jonesy etc etc yawn
11837,nan
11838,nan
11839,nan
11840,nan
11841,nan
11842,nan
11843,nan
11844,nan
11845,nan
11846,nan
11847,nan
11848,nan
11849,nan
11850,nan
11851,nan
11852,nan
11853,nan
11854,nan
11855,nan
11856,nan
11857,nan
11858,nan
11859,nan
11860,nan
11861,nan
11862,nan
11863,nan
11864,nan
11865,nan
11866,nan
11867,nan
11868,nan
11869,nan
11870,nan
11871,nan
11872,nan
11873,nan
11874,nan
11875,nan
11876,nan
11877,nan
11878,nan
11879,nan
11880,nan
11881,nan
11882,nan
11883,nan
11884,nan
11885,nan
11886,nan
11887,nan
11888,nan
11889,nan
11890,nan
11891,nan
11892,nan
11893,nan
11894,nan
11895,nan
11896,nan
11897,nan
11898,nan
11899,nan
11900,nan
11901,nan
11902,nan
11903,nan
11904,nan
11905,nan
11906,nan
11907,nan
11908,nan
11909,nan
11910,nan
11911,nan
11912,nan
11913,nan
11914,nan
11915,nan
11916,nan
11917,nan
11918,nan
11919,nan
11920,nan
11921,nan
11922,nan
11923,nan
11924,nan
11925,nan
11926,nan
11927,nan
11928,nan
11929,nan
11930,nan
11931,nan
11932,nan
11933,nan
11934,nan
11935,nan
11936,nan
11937,nan
11938,nan
11939,nan
11940,nan
11941,nan
11942,nan
11943,nan
11944,nan
11945,nan
11946,nan
11947,nan
11948,nan
11949,nan
11950,nan
11951,nan
11952,nan
11953,nan
11954,nan
11955,nan
11956,nan
11957,nan
11958,nan
11959,nan
11960,nan
11961,nan
11962,nan
11963,nan
11964,nan
11965,nan
11966,nan
11967,nan
11968,nan
11969,nan
11970,nan
11971,nan
11972,nan
11973,nan
11974,nan
11975,nan
11976,nan
11977,nan
11978,nan
11979,nan
11980,nan
11981,nan
11982,nan
11983,nan
11984,nan
11985,nan
11986,nan
11987,nan
11988,nan
11989,nan
11990,nan
11991,nan
11992,nan
11993,nan
11994,nan
11995,nan
11996,nan
11997,nan
11998,nan
11999,nan
12000,nan
12001,nan
12002,nan
12003,nan
12004,nan
12005,nan
12006,nan
12007,nan
12008,nan
12009,nan
12010,nan
12011,nan
12012,nan
12013,nan
12014,nan
12015,nan
12016,nan
12017,nan
12018,nan
12019,nan
12020,nan
12021,nan
12022,nan
12023,nan
12024,nan
12025,nan
12026,nan
12027,nan
12028,nan
12029,nan
12030,nan
12031,nan
12032,nan
12033,nan
12034,nan
12035,nan
12036,nan
12037,nan
12038,nan
12039,nan
12040,nan
12041,nan
12042,nan
12043,nan
12044,nan
12045,nan
12046,nan
12047,nan
12048,nan
12049,nan
12050,nan
12051,nan
12052,nan
12053,nan
12054,nan
12055,nan
12056,nan
12057,nan
12058,nan
12059,nan
12060,nan
12061,nan
12062,nan
12063,nan
12064,nan
12065,nan
12066,nan
12067,nan
12068,nan
12069,nan
12070,nan
12071,nan
12072,nan
12073,nan
12074,nan
12075,nan
12076,nan
12077,nan
12078,nan
12079,nan
12080,nan
12081,nan
12082,nan
12083,nan
12084,nan
12085,nan
12086,nan
12087,nan
12088,nan
12089,nan
12090,nan
12091,nan
12092,nan
12093,nan
12094,nan
12095,nan
12096,nan
12097,nan
12098,nan
12099,nan
12100,nan
12101,nan
12102,nan
12103,nan
12104,nan
12105,nan
12106,nan
12107,nan
12108,nan
12109,nan
12110,nan
12111,nan
12112,nan
12113,nan
12114,nan
12115,nan
12116,nan
12117,nan
12118,nan
12119,nan
12120,nan
12121,nan
12122,nan
12123,nan
12124,nan
12125,nan
12126,nan
12127,nan
12128,nan
12129,nan
12130,nan
12131,nan
12132,nan
12133,nan
12134,nan
12135,nan
12136,nan
12137,nan
12138,nan
12139,nan
12140,nan
12141,nan
12142,nan
12143,nan
12144,nan
12145,nan
12146,nan
12147,nan
12148,nan
12149,nan
12150,nan
12151,nan
12152,nan
12153,nan
12154,nan
12155,nan
12156,nan
12157,nan
12158,nan
12159,nan
12160,nan
12161,nan
12162,nan
12163,nan
12164,nan
12165,nan
12166,nan
12167,nan
12168,nan
12169,nan
12170,nan
12171,nan
12172,nan
12173,nan
12174,nan
12175,nan
12176,nan
12177,nan
12178,nan
12179,nan
12180,nan
12181,nan
12182,nan
12183,nan
12184,nan
12185,nan
12186,nan
12187,nan
12188,nan
12189,nan
12190,nan
12191,nan
12192,nan
12193,nan
12194,nan
12195,nan
12196,nan
12197,nan
12198,nan
12199,nan
12200,nan
12201,nan
12202,nan
12203,nan
12204,nan
12205,nan
12206,nan
12207,nan
12208,nan
12209,nan
12210,nan
12211,nan
12212,nan
12213,nan
12214,nan
12215,nan
12216,nan
12217,nan
12218,nan
12219,nan
12220,nan
12221,nan
12222,nan
12223,nan
12224,nan
12225,nan
12226,nan
12227,nan
12228,nan
12229,nan
12230,nan
12231,nan
12232,nan
12233,nan
12234,nan
12235,nan
12236,nan
12237,nan
12238,nan
12239,nan
12240,nan
12241,nan
12242,nan
12243,nan
12244,nan
12245,nan
12246,nan
12247,nan
12248,nan
12249,nan
12250,nan
12251,nan
12252,nan
12253,nan
