,description
1689,"syrian, syria, doaa, sunk, refugees, floating, sea, egypt, adrift, flee, war, hardship, corpses, torn, bassem"
1690,"judgments, nobel, kahneman, author, literary, psychologists, economics, tversky, perception, systematically, research, lewis, intuition, reality, israeli"
1691,"holocaust, fascism, snyder, hitler, nazism, historian, stalin, authoritarianism, twentieth, presidential, catastrophic, lessons, freedoms, democratic, darkest"
1692,"jonestown, jones, massacre, jim, murdered, preacher, murder, died, suicide, gospel, church, guinn, temple, 1978, 1950s"
1693,"leonardo, paintings, isaacson, art, drawing, walter, imagination, creative, iconic, famous, passionate, humanities, discoveries, anatomy, supper"
1694,"rumsfeld, gatekeepers, cheney, presidential, presidents, administration, president, emanuel, staff, chief, leader, watergate, donald, congress, journalist"
1695,"vietnam, hue, vietnamese, battle, combat, war, troops, commanders, colonel, strategy, marines, tet, camps, outposts, debate"
1696,"britain, gaulle, blitzkrieg, nations, island, france, europe, london, refuge, exiled, lynne, hitler, historian, democracy, hope"
1697,"universe, space, cosmos, tyson, time, nature, astrophysicist, earth, neil, expanding, sparkling, degrasse, questions, brings, contemplate"
1698,"information, insights, data, revealing, race, voters, history, desires, internet, ethics, crime, obama, searching, biases, affect"
1699,"universe, physicist, mysteries, cosmological, physicists, mysterious, comics, quarks, science, explore, neutrinos, unknowns, entertaining, expanse, creator"
1700,"lakes, freshwater, ecology, seaway, sea, canal, reporter, narrative, carp, risks, endanger, egan, calamity, diversions, lamprey"
1701,"octopus, cephalopods, octopuses, evolution, evolutionary, evolved, organisms, intelligent, creatures, tentacles, squid, mammals, mollusks, alien, minds"
1702,"sugar, tobacco, diabetes, sweets, fructose, cigarettes, obesity, syrup, health, addiction, preservative, fatty, nonalcoholic, liver, corn"
1703,"nature, inspiration, environment, trees, creativity, walk, woods, author, poets, science, beethoven, philosophers, trails, health, powers"
1704,"success, achievement, achieve, lessons, strategy, anecdotes, philosophy, valedictorians, advice, buddhist, millionaires, confidence, strength, life, survivors"
1705,"opium, drug, opioids, studies, cure, disease, science, advocating, book, adhd, cigarettes, controversial, ideas, lobotomies, offit"
1706,"ai, superintelligence, intelligence, future, automation, autonomous, machines, technology, eventually, society, artificial, prosperity, human, conversation, cosmos"
1707,"recipes, meals, dishes, breakfast, nutritious, food, dinner, feeding, flavorful, kitchen, cooks, lunch, savoring, businesswoman, crazy"
1708,"recipes, cookbook, recipe, cooking, meal, chicken, dishes, food, pork, roast, kitchen, noodles, potatoes, jamie, easiest"
1709,"crafting, creations, making, food, ideas, creative, broccoli, brownies, muffin, halloween, sarah, delight, michelle, gia, author"
1710,"culinary, cuisine, cooking, cook, chefs, potatoes, kitchens, fry, thielen, food, restaurant, onions, gravy, midwestern, foie"
1711,"tia, diet, migraines, wellness, recipes, mowry, endometriosis, disease, sister, healing, breakthrough, inflammation, dairy, surgeries, acupuncture"
1712,"smitten, cookbook, recipes, cook, kitchen, gift, author, favorite, blogger, best, things, mom, easy, times, 100"
1713,"baking, pastry, desserts, recipes, cookbook, pie, dough, chocolate, chef, cookie, bravetart, fudge, muffins, cake, cherry"
1714,"recipes, culinary, cuisine, kitchens, foods, nonfiction, barbecue, memoir, plantation, southern, ancestry, historian, beard, james, twitty"
1715,"recipes, cookbook, meals, food, oprah, eating, dishes, salad, chefs, kitchen, delight, winfrey, chili, healthy, primavera"
1716,"recipes, chef, culinary, cooking, cook, cookbook, chefs, cooks, salt, flavor, food, kitchen, acid, elements, lessons"
1717,"wine, winery, grape, tasting, kitchen, cork, confidential, restaurants, bourdain, bottles, madeline, susan, sommeliers, becomeconnoisseursnot, discover"
1718,"grocery, cookbook, ruhlman, foods, food, shopping, store, author, nutritional, production, narrative, midwestern, fazio, chains, heinen"
1719,"cookbook, recipes, meals, wellness, meal, healthy, eating, cooker, katie, mama, pantry, delicious, tips, blog, plans"
1720,"senses, culinary, alice, cuisine, memoir, restaurant, berkeley, panisse, flavor, doors, stories, tumultuous, revealing, little, 1964"
1721,"paleo, cookbook, recipes, cooking, cook, prepare, meal, nourishing, makeovers, pan, making, readiness, necessities, plans, nom"
1722,"vegetarian, foods, recipes, veggie, meals, gluten, diet, meatless, oatmeal, granola, dairy, delicious, muffins, belly, quinoa"
1723,"flavors, culinary, chili, food, chefs, american, pepper, vanilla, powder, gastronomist, ingredients, soy, palate, curry, diverse"
1724,"desserts, recipes, flavourings, cakes, baking, biscuits, cheesecakes, chocolate, bakers, shortbread, cinnamon, cookies, delight, hallmarks, pavlova"
1725,"tieghan, recipe, cooking, cookbook, baked, bake, onion, dishes, fries, feast, dinner, potato, soup, harvest, crispy"
1726,"comics, swimsuit, cartoonist, sarah, andersen, illustrated, sweater, body, roller, coaster, abs, lump, self, huddled, definitely"
1727,"phang, saga, hazel, war, battling, lost, vaughan, comet, travels, refugee, reunited, friendships, torn, staples, fiona"
1728,"monstress, thyria, maika, eisner, kippa, ren, collects, threat, nominated, discover, answers, new, search, journey, 12"
1729,"kamala, marvel, avengers, heroes, spider, nova, war, ms, menace, struggles, rival, idols, meet, 2015, worry"
1730,"memoir, novel, poetic, bui, writing, vietnam, inspiration, parent, art, life, longing, breathtaking, immigration, journey, best"
1731,"newspaper, paper, tiffany, erin, vaughan, 1988, smash, intrepid, future, series, 2016, cliff, deliverers, girls, chiang"
1732,"korra, spirit, spirits, comics, portal, koh, konietzko, asami, triads, batgirl, conflict, amusement, hijinks, series, republic"
1733,"murders, mammon, crypto, god, hickman, cartels, banking, occultism, fund, hail, noir, clandestine, monday, avengers, popes"
1734,"addison, poughkeepsie, spill, city, art, event, attractions, dangers, death, scarred, hell, manifestations, lexa, collectors, dared"
1735,"poetry, rupi, flowers, blooming, sun, bloom, honey, plant, kaur, milk, wept, author, journey, transcendent, life"
1736,"blade, songs, rutherford, forever, heart, tragedy, lost, remains, morrison, chapel, father, letter, revelation, light, delusions"
1737,"poems, atticus, poetry, romantic, beloved, exuberance, love, exhilarating, adventure, wild, summer, night, glimpse, paris, rising"
1738,"shawn, buck, gun, elevator, cannon, bullets, murdered, hammer, chopper, door, floor, revenge, sixth, ruleor, burner"
1739,"jess, verse, romance, friendship, troubled, readers, unbeatable, nicu, teens, unlikeliest, authors, crossan, overcoming, conaghan, lamarche"
1740,"poems, poetry, poets, mcnish, plum, hollie, rhymes, picador, tempest, reader, fleeting, piercingly, humour, adulthood, fresh"
1741,"novel, neighborhood, starr, justice, lives, streets, childhood, fatal, carter, headline, thug, shattered, matter, shooting, khalil"
1742,"scarlett, tella, caraval, sisters, kidnapped, romance, mysterious, legendary, dreams, faraway, unbreakable, island, mastermind, forever, dragna"
1743,"vasilisa, frost, fairy, winter, stepmother, creep, spirits, evil, chilling, tales, rebellious, misfortune, moscow, forest, grows"
1744,"novel, kurc, kurcs, escape, generations, hardships, exile, flee, propulsive, fear, sibling, 1939, ghetto, persevere, jews"
1745,"lydia, bookstore, bookshop, bookfrogs, bookseller, bookfrog, books, joey, discovers, suicide, unearths, possessions, shelves, psyche, colleagues"
1746,"falk, mystery, secrets, deaths, buried, drought, funeral, kiewarra, author, wounds, investigator, luke, brutally, deeper, hadler"
1747,"chestnut, sarat, born, benjamin, war, father, nephew, generation, family, story, civil, confronting, deadly, miraculous, louisiana"
1748,"fear, turtle, trust, harm, 14, loves, girls, school, taught, terrifying, rabbit, gun, friend, feels, alveston"
1749,"novel, guo, deming, polly, daniel, fiction, disappearance, belonging, pen, leavers, prize, bellwether, adopted, struggles, comes"
1750,"mel, artistic, sharon, kisses, film, artist, relationship, studio, talent, indie, troubled, delicate, gritty, bonded, cracks"
1751,"novel, fiction, unsettling, haunting, portrayal, author, motherhood, thandi, clemmons, outsider, unfold, prose, deeply, virtuosic, african"
1752,"clay, heartwyld, cooper, rose, mercenaries, bandmate, band, mercs, rescuing, crew, wyld, besieged, blood, glory, strong"
1753,"jess, farmhouse, gigi, daughter, freckles, ruggedly, laid, trust, handsome, sanctuary, wit, old, uprooted, loneliness, montana"
1754,"solène, romance, marchand, moon, hayes, relationship, daughter, art, attraction, august, journey, famous, passionate, paris, isabelle"
1755,"novel, neighborhood, starr, justice, lives, streets, childhood, fatal, carter, headline, thug, shattered, matter, shooting, khalil"
1756,"novel, author, daisy, russell, aza, stars, detective, green, john, pickett, alaska, friendship, resilience, holmes, disappearance"
1757,"monty, montague, percy, henry, felicity, hedonistic, europe, passions, curb, escapade, family, younger, vows, manhunt, flirt"
1758,"lara, jean, prom, listen, senior, girl, graduation, wedding, best, rethink, class, unexpected, life, plans, beach"
1759,"cinderella, fairy, starfield, elle, cosplay, geekerella, wittimer, carmindor, prince, actor, costume, tale, pumpkin, nerd, heartthrob"
1760,"eliza, writer, sea, monstrous, creator, fanfiction, webcomic, ladyconstellation, anonymous, story, world, warland, relationship, mirk, wildly"
1761,"wedding, sarah, natalie, dessen, romance, novel, endings, louna, happily, daughter, charming, cake, tragically, hotels, ambrose"
1762,"rishi, patel, shah, shahs, husband, romantic, dimple, tradition, parents, indian, arrangement, ideal, principles, believed, future"
1763,"autumn, dax, fall, irresistible, kasie, loner, grudgingly, meets, realizes, rescue, love, story, doesn, conversation, miller"
1764,"molly, cassie, twin, crush, sister, coworker, sidekick, reid, girl, kiss, seventeen, flirtatious, lovesick, faire, totally"
1765,"griffin, ocd, afflicted, theo, guilt, grieving, drowning, readers, love, hiding, suspects, jackson, truth, signs, boyfriend"
1766,"mateo, rufus, cast, death, emeterio, torrez, midnight, lives, die, adam, strangers, lifetime, end, adventure, reminds"
1767,"carter, cash, actor, kids, famous, young, wiz, paparazzi, star, bond, reporters, secrets, discover, empathy, knew"
1768,"marin, mabel, loneliness, coast, life, leave, heart, dorm, mother, california, thinking, later, final, tragedy, winter"
1769,"semester, book, novel, writing, tanner, months, autumn, draft, plans, mormon, eternity, temporarily, bisexual, judgment, toil"
1770,"moxie, vivian, viv, carter, girls, feminist, zine, realizes, riot, revolution, punk, young, popularity, friendships, grrrl"
1771,"feyre, vengeance, battle, book, tamlin, armies, doom, invading, lords, series, fantasy, sarah, deadly, prythian, dazzling"
1772,"shadowhunters, shadowhunter, blackthorns, blackthorn, shadows, soul, dark, faerie, vow, emma, parabatai, threatened, repercussions, nephilim, extremist"
1773,"spark, mare, exiled, newbloods, lightning, rebellion, blood, tormented, powerless, norta, barrow, prisoner, betrayal, mercy, maven"
1774,"scarlett, tella, caraval, sisters, kidnapped, romance, mysterious, legendary, dreams, faraway, unbreakable, island, mastermind, forever, dragna"
1775,"yrene, chaol, westfall, nesryn, rifthold, engulf, novel, adarlan, erilea, doom, empire, khaganate, storms, resilience, awaited"
1776,"emika, warcross, hacker, spy, billionaire, fortune, hideo, tanaka, fame, uncovers, bounty, tournament, tokyo, obsession, illegally"
1777,"thou, scythe, kill, scythes, death, shalt, misery, hunger, teens, life, war, commanded, conquered, citra, apprentice"
1778,"akos, cyra, sister, loyalty, enemy, power, friendship, shotet, portrayal, tyrant, veronica, enmity, resilient, destroy, gifts"
1779,"monsters, monster, kate, conquer, harker, demons, afraid, verity, chaos, harder, winning, hunts, face, inner, august"
1780,"wintersong, goblin, labyrinth, tales, liesl, dark, musical, winter, king, prince, fantasies, jae, sister, enchanting, cruel"
1781,"malcolm, lyra, intrigue, spy, suspicious, magisterium, magnets, dust, characters, scandal, polstead, agents, thames, asriel, egyptian"
1782,"tales, tale, folklore, novels, stories, fairy, readers, thorns, mermaid, haunted, grishaverse, witch, sacrifice, dark, love"
1783,"rebellion, sultan, traitor, miraji, tyrant, amani, jin, throne, rebel, regime, bandit, fled, djinn, prisoner, mythical"
1784,"lucia, amara, empress, exiled, selia, prophecy, kingdoms, throne, magnus, gaius, kraeshia, witch, cast, myticans, kindred"
1785,"elliot, borderlands, serene, elves, mermaids, border, smuggle, elven, wall, badass, classes, battle, chaos, serena, far"
1786,"magnus, odin, loki, thor, asgardian, midgard, valkyrie, ragnarok, percy, frey, chase, wolf, niflheim, battling, hearthstone"
1787,"zeus, apollo, olympus, olympians, percy, oracles, heroes, demigod, mortal, jackson, god, graces, punished, dark, lester"
1788,"tale, conner, alex, stories, land, twins, fairy, apple, series, villains, epic, conclusion, colfer, breathtaking, bestselling"
1789,"amina, emily, changing, soojin, hiding, girls, different, mosque, suddenly, middle, vandalized, feels, does, local, spotlight"
1790,"voyager, space, spacecraft, dog, petroski, carl, obsessed, journey, moons, alex, sagan, astronomer, life, ipod, novel"
1791,"crow, maggie, islands, lived, rescued, mysterious, elizabeth, adrift, old, neighbor, miss, starkly, boat, night, massachusetts"
1792,"dragonwatch, dragon, dragons, horde, showdown, epic, king, celebrant, reigned, seth, destruction, tamer, ancient, enchantresses, sanctuaries"
1793,"tide, seas, pirate, evil, villains, trident, ride, uma, isle, captain, royal, ursula, magical, lost, readies"
1794,"quest, quests, eternal, agatha, adventures, school, sophie, evil, students, camelot, end, success, adoration, beginning, king"
1795,"tree, trees, wishtree, oak, red, branches, stories, jokes, crow, neighborhood, animals, seen, tell, old, friend"
1796,"ghost, haunted, lockwood, ghostly, stroud, shadow, revelations, frights, twists, sinister, creeping, fittes, perilous, adventure, mausoleum"
1797,"ada, maggie, newbery, family, jamie, susan, book, honor, uplifting, loves, thorton, saved, guardian, struggles, frank"
1798,"malala, nobel, wishes, pencil, magic, book, illustrated, peace, prize, inspire, readers, childhood, yousafzai, worldview, bestselling"
1799,"harriet, clinton, sally, oprah, book, margaret, feminists, persisted, inspirational, readers, vivid, helen, sonia, senate, adversity"
1800,"warrior, battle, battles, scissors, crayons, paper, opponents, rock, strongest, frankenstein, kingdom, creators, epic, tale, day"
1801,"jabari, diving, jump, jumper, leap, swim, climbing, splash, courage, board, newcomer, father, stretches, gaia, appealing"
1802,"falling, dumpty, fall, rhyme, nursery, humpty, epilogue, fears, wall, heights, unforgettable, famous, story, overcome, life"
1803,"clementine, guilt, guilty, marriage, tiffany, sam, relationships, innocent, erika, personalities, liane, lives, parenthood, moriarty, neighbors"
1804,"wavy, novel, obsessed, ugly, bryn, starry, heart, daughter, sky, kellen, beautiful, gazing, donal, relationship, debauchery"
1805,"evie, hills, suzanne, ranch, summer, sprawling, northern, girl, boyd, hidden, abandon, violence, place, dress, obsession"
1806,"plumb, plumbs, novel, nest, siblings, melody, warm, troubled, relationships, mortgage, looming, borrowed, resentments, breaking, spectacularly"
1807,"ruth, kennedy, justice, intervene, cpr, newborn, jefferson, nurse, compassion, patient, courtroom, distress, race, counsel, parents"
1808,"bennet, liz, bingley, darcy, jane, sisters, fitzwilliam, mrs, lydia, daughters, family, mary, marry, met, neurosurgeon"
1809,"commonwealth, siblings, families, family, keating, cousins, childhood, marriages, franny, affair, interpretation, book, heartbreak, tale, summers"
1810,"octopus, novel, lily, adventure, book, companion, ted, racing, fiercely, heart, ride, pi, rain, magical, flask"
1811,"lucy, barton, storytelling, writer, gossip, narrative, longing, knitting, childhood, mother, deeply, troubled, life, recovering, voice"
1812,"locks, gift, unlock, key, doors, locked, diary, gate, oyeyemi, heart, book, labyrinths, secret, roses, mystical"
1813,"haunted, brooklyn, neighborhood, running, streets, ghosts, memories, 1970s, dark, madness, girls, hallways, friendship, place, august"
1814,"abraham, isaac, genesis, novel, jacob, book, jew, author, father, crisis, conflict, identities, sacrifice, irreverence, julia"
1815,"russo, sully, raymer, richard, gus, carl, ruth, fool, bath, grandson, everybody, roebuck, characters, cardiologist, squeers"
1816,"faye, samuel, mother, anderson, crime, family, news, mysterious, facts, secrets, lost, buried, generations, uncovering, andresen"
1817,"kashmiri, khurana, bombs, ahmed, shockie, khuranas, ahmeds, mansoor, nakul, ayub, disaster, delhi, detonates, book, homeland"
1818,"nutshell, literature, narrator, murder, story, grain, sand, art, universe, endeavour, deceit, perspective, classic, finest, speck"
1819,"bliss, blisses, summer, fielding, devil, child, heaven, sal, feverish, runaway, forgotten, eerily, autopsy, breathed, enflame"
1820,"mercedes, killer, massacre, deadly, victims, brady, ward, detective, finale, robinson, suicide, hospital, holly, supernatural, brain"
1821,"gamache, amelia, armand, homicide, cadets, québec, choquet, investigators, map, novel, guarded, stained, sees, mysterious, sûreté"
1822,"cruise, overboard, ship, sails, voyage, passengers, sea, blacklock, luxury, cabins, dark, guests, winds, aurora, woman"
1823,"dennis, edward, mira, forensics, estate, billionaire, criminals, saw, nypsd, scene, motives, agent, secretly, disappearance, cousin"
1824,"grace, elegance, comfort, charm, newlyweds, charmed, graciousness, couple, love, house, dinner, meet, ease, inseparable, gardener"
1825,"painter, scott, novel, influential, summer, perished, foggy, ocean, survivors, fate, burroughs, young, night, vineyard, family"
1826,"antoinetteʼs, antoinette, murder, detectives, detective, aislinnʼs, squad, aislinn, paranoid, shadowy, moran, conway, doll, pranks, hinting"
1827,"spellbinding, novel, megan, disappearances, miranda, corinne, nicolette, farrell, annaleise, suspense, read, ends, dating, like, decade"
1828,"maya, widowed, daughter, nanny, cam, pilot, sees, secrets, murdered, impossible, veteran, thrillerformer, deceit, ops, joe"
1829,"neighbour, police, house, daughter, home, stairs, door, limit, wall, fears, worst, sleeping, monitor, crying, pushed"
1830,"murderer, innocent, prison, criminal, convicted, murdered, melvin, executed, suspect, execution, guilty, mars, amos, decker, potential"
1831,"terror, terrorist, isis, gabriel, caliphate, mizrahi, marais, spy, apocalyptic, guerre, natalie, mission, thriller, perilous, mastermind"
1832,"jean, taylor, accusing, harassment, police, anonymous, marriage, story, woman, reason, quiet, secrets, lesson, anymore, hasn"
1833,"erika, detective, secrets, uncovering, ice, murder, hiding, frozen, deeper, investigation, discovers, dark, beneath, prostitutes, girl"
1834,"thriller, murder, novel, suspenseful, corpse, pretty, daughters, blood, protagonist, suspects, sara, mystery, troubled, realizes, scene"
1835,"corpses, bodies, detective, secrets, dead, bury, killer, decomposition, uncover, kim, investigating, reporter, bloodied, westerley, decay"
1836,"spies, murderer, 1942, blackouts, blackout, spy, maggie, darkness, ripper, churchill, mutilating, blitz, trap, jack, london"
1837,"cora, slave, railroad, slaves, tunnels, underground, escape, caesar, travels, plantation, tale, encounters, south, whitehead, catcher"
1838,"novel, caroline, nazi, hitler, kasia, heroine, ravensbrück, poland, 1939, tragedy, war, ocean, kuzmerick, oberheuser, watchful"
1839,"rostov, moscow, novel, bolshevik, amor, hotel, sentenced, alexander, indomitable, erudition, circumstances, kremlinite, unrepentant, tumultuous, leave"
1840,"anna, lib, hoax, wonder, readers, nurse, fraud, donnell, living, wright, miraculously, impoverished, child, propulsive, expects"
1841,"effia, novel, slave, cape, ghana, asante, esi, colonization, arrival, extraordinary, homegoing, descendants, sisters, villages, comfort"
1842,"sisters, heir, sisterhood, tudor, sister, katherine, queens, aragón, loyalties, princess, widowed, betrayals, bride, margaret, mary"
1843,"edison, paul, inventor, tesla, lamps, light, bulb, electric, lawyer, nikola, york, adversary, famous, cravath, turn"
1844,"forrester, wolverine, alaskan, novel, sophie, rose, adventure, snow, wife, stunningly, characterizes, vivid, deep, eowyn, lifetime"
1845,"whaling, harpooner, voyage, murderer, ship, killer, sail, 1859, drax, surgeon, brutally, sumner, fated, patrick, henry"
1846,"orphan, novel, gold, kyle, rescued, survivors, wichita, abandon, reader, kiowa, kidd, war, civil, johanna, explores"
1847,"potter, harry, cursed, thorne, rowling, darkness, playscript, playwright, wizarding, jack, children, eighth, story, unexpected, timeline"
1848,"prince, london, magic, magical, stone, kell, fall, life, entertain, rhy, bard, red, reappear, months, draws"
1849,"bands, mourning, trilogy, waxillium, metal, edwarn, mistborn, shadowy, ladrian, scadrial, writings, elendel, minds, seran, mythical"
1850,"fae, werewolf, protect, adam, coyote, mercy, child, humans, human, defying, war, powerful, stolen, troll, forestall"
1851,"patricia, laurence, magicians, childhood, friends, witch, delfine, armstead, francisco, scientist, adults, world, future, mysterious, wind"
1852,"kate, daniels, mercenary, kidnapped, demigod, marries, ending, magic, witch, atlanta, lennart, impossible, dead, bleeding, saiman"
1853,"throne, curse, enchantment, king, father, magic, soul, escape, silence, die, words, speak, grow, sword, beguile"
1854,"humanity, cassandra, humankind, vampires, prophets, prophet, exploited, peace, blood, wolf, companionship, violent, sangue, attacks, protect"
1855,"essun, shelter, alabaster, stillness, daughter, seal, destroyer, missing, fate, tenring, forever, world, request, instead"
1856,"anthology, bookmaking, book, tales, novel, literary, menagerie, genre, fiction, author, collection, bestselling, awards, king, nebula"
1857,"worshipped, gods, raithe, suri, god, annihilation, immortal, myth, humankind, tragedy, rebellion, blade, begun, fhrey, persephone"
1858,"theophilus, immortal, atticus, archdruid, druid, loki, eternal, rome, norse, nemesis, legions, poetic, nightmares, quest, divination"
1859,"rook, spies, stiletto, novel, sabotage, adversaries, diplomacy, sequel, threat, rivals, spirited, enmity, checquy, bitter, forced"
1860,"eleanor, nancy, children, wayward, childrenno, west, wardrobe, arrival, home, miss, magical, tragedy, shadows, wells, questschildren"
1861,"vampire, vampires, demons, twilight, devil, princess, arianna, princes, misery, heir, soul, fantasy, threat, promised, tale"
1862,"lightbringer, lightbringerthe, emperor, eyethe, prismthe, blinding, king, worlds, gods, imprisoned, dungeon, fate, satrapies, gavin, chromeria"
1863,"ryle, lily, corrigan, loves, relationships, spark, dating, kincaid, stubborn, hurt, assertive, neurosurgeon, reappears, atlas, overwhelm"
1864,"freedom, lilly, marriage, money, life, linton, squalling, dangerous, powerful, brood, girls, rikkard, pretty, london, century"
1865,"naomi, keaton, xander, sunrise, solitude, woods, cellar, photographer, dark, lost, nightmare, innocence, bowes, shallow, prickling"
1866,"brotherhood, dagger, alliances, weakness, mary, stronger, suffering, preying, reassess, battle, rhage, mortal, terrifies, money, slayers"
1867,"gideon, vows, love, refuge, battle, marrying, entwined, cross, falling, rock, greatest, committing, staying, souls, flaws"
1868,"billie, rokesby, bridgerton, marry, earldom, george, heir, love, perfectly, husband, fate, tomboyish, tolerate, families, andrew"
1869,"throne, akielos, damianos, princes, regent, damen, prince, kastor, battle, revelation, survives, final, hope, sworn, trust"
1870,"callum, royals, royal, ella, harper, palace, wealth, reed, ruin, posh, sons, mother, deception, survive, decrees"
1871,"nemesis, rival, opponent, lucy, joshua, templeman, aggressive, hate, battle, hutton, refuses, pollyanna, series, tension, wills"
1872,"cuando, es, entrega, como, una, momento, dean, esté, amigos, enrolla, dejar, vida, protagonistas, solo, crisis"
1873,"vanessa, quitting, housekeeper, underwear, aiden, mazur, godmother, shouldn, washing, plans, say, wanting, graves, unthinkable, man"
1874,"tyler, ellie, maddox, edson, taylor, wildland, hotshots, extreme, twin, deepen, alpine, brother, inner, meets, fresh"
1875,"met, phone, god, suddenly, called, mystery, didn, barking, return, man, ending, expect, mesmerized, dropped, conjured"
1876,"playboy, assets, jewelry, rich, fiancée, dad, ocean, gossip, ladies, sin, bedroom, definitely, pretend, wanting, hung"
1877,"roommate, justin, love, house, loved, heart, living, hates, dream, willing, sharing, match, summer, broke, smug"
1878,"eminem, mishai, misha, iphone, hate, misses, arguing, met, ruin, pen, girl, teacher, run, agreed, ryen"
1879,"darrow, vengeance, mercy, surrender, peace, war, shackled, enslaved, revolution, gold, devotion, destiny, rivalries, comrades, mightiest"
1880,"jason, mindbending, wayward, dream, thriller, dessen, trilogy, fiction, mind, pines, unconscious, awakens, imagined, lives, journey"
1881,"leia, senate, senator, senators, vader, darth, republic, politicians, rebellion, partisan, election, galaxy, loyalists, chaos, distrust"
1882,"earth, earths, 2070, mankind, cosmos, astronomers, intelligence, joshua, worlds, journey, long, seek, signal, byte, trolls"
1883,"unravelling, discovery, rose, hand, artifact, metal, carvings, object, remains, weapon, mystery, intricate, destruction, perplexing, giant"
1884,"survival, adventure, zoo, novel, suspense, endurance, contestants, life, devastation, alexandra, game, reality, challenges, terrifying, triumph"
1885,"victor, jackdaw, slavery, runaway, abolitionist, salvation, trail, pursuit, thriller, discovers, unwilling, infiltrate, bargain, hard, black"
1886,"lighthearted, crosstalk, connie, communicate, connectivity, briddey, romantic, relationship, empathy, twitter, comedic, nora, distant, fiction, wit"
1887,"cordelia, vorkosigan, future, fiction, wills, oliver, jole, learns, destiny, sergyar, naismith, gregor, vicereine, expectations, crossroads"
1888,"lovelace, planet, intergalactic, orbit, beloved, space, novel, crewmates, becky, firefly, discover, angry, long, rosemary, wayfarer"
1889,"angel, bienvenido, planet, adversary, mission, enemy, child, rebellion, emerging, invasion, crisis, astronaut, extraordinary, unexpected, evine"
1890,"fortress, cheris, hexarchate, gambit, tactician, siege, battle, trilogy, besiege, massacred, formidable, traitor, jedao, hope, ninefox"
1891,"plague, wildfire, outbreak, deadly, pandemic, fireman, burns, combustion, dragonscale, novel, telltale, patients, incendia, cremation, poppins"
1892,"butterflies, butterfly, maya, garden, gardener, flowers, mansion, isolated, grudges, kidnapped, beauty, agents, survivor, obsessed, shedding"
1893,"finley, supernatural, bestseller, thriller, hollows, book, author, goodreads, mysterious, disappearance, wolf, daughter, montgomery, gifts, abbey"
1894,"exorcism, exorcist, gretchen, supernatural, thriller, abby, friendship, devil, 80s, unholy, moody, friend, horrors, school, songs"
1895,"συνδεόµενες, ιστορίες, συνοδευόµενος, συνδέσµους, σειράς, άττικους, κινδύνους, νοµοθεσίας, πατέρας, φαντασίας, εγκόσµιους, λογοτεχνία, διαχωρισµού, επιχειρεί, αποτέλεσε"
1896,"occult, magic, york, tom, brooklyn, invisibility, thomas, sorceress, curse, tome, storm, cast, black, convince, live"
1897,"alex, cassie, secrets, vampirism, supernatural, grace, espionage, nightlife, schwartz, laundry, brewer, occult, discovering, agency, leeds"
1898,"hunter, hunters, monster, marine, memoirs, peter, oliver, billy, mhi, bethesda, god, mission, grunge, yakuza, chad"
1899,"slave, slaves, escape, murder, rights, survival, dark, whitlock, subterranean, fortress, soul, peace, novellas, read, collateral"
1900,"haunting, ghostly, ghosts, supernatural, nightmare, horror, disappearance, eerie, folktale, rock, devil, fiction, suspense, tommy, daughter"
1901,"amy, schumer, actress, emmy, tattoo, storyteller, comedian, literary, humor, trainwreck, teenage, best, night, appealing, heartfelt"
1902,"anna, autobiographical, actress, ordinary, twilight, arts, starring, charmingly, kendrick, absurdities, little, baggy, air, scrappy, dating"
1903,"mothers, parenting, mother, mom, daughter, kate, helicopter, lampoons, insist, life, moments, instagram, outrageous, siegel, lovingly"
1904,"phoebe, robinson, lisa, comedic, comedian, racial, comic, voice, billy, podcast, uppity, bonet, woman, hair, stand"
1905,"phil, dan, photos, tour, journey, adventure, howell, light, futurebook, revealing, real, scenes, awards, outside, head"
1906,"norm, memoir, macdonald, comedy, comics, hiatus, book, celebrity, genre, manuscript, stand, greatest, damn, calling, like"
1907,"cancer, comedy, diagnosed, album, grammy, onstage, darkly, hello, tig, wryly, despair, hearted, breakup, died, notaro"
1908,"seinfeld, seinfeldia, jerry, kramer, comedian, sitcom, comedians, larry, nbc, television, viewers, elaine, entertainment, joe, hilarious"
1909,"jessi, womanhood, grew, comedian, grow, candidly, klein, miss, hilariously, tomboy, book, comic, bloomer, ma, outsider"
1910,"michael, navel, ian, comedian, author, gazing, memoir, laugh, father, sedentary, heartfelt, black, deprecating, genetic, favorites"
1911,"gaiman, nonfiction, author, fiction, tales, neil, awards, hollywood, cornucopia, seats, thoughtful, bookshops, interests, bestselling, erudite"
1912,"narrative, syed, serial, convicted, murder, forensics, investigation, journalist, adnan, exonerating, podcast, suspect, innocence, compelling, appeals"
1913,"evicted, families, poverty, sociologist, desmond, home, matthew, milwaukee, roof, economic, exploitation, understanding, unforgettable, princeton, century"
1914,"loneliness, lonely, intimately, lives, inhabiting, laing, aids, connect, olivia, explore, warhol, experiences, hoarding, mean, thirties"
1915,"contemporary, modern, perspectives, culture, generation, perceive, thinkers, profound, reality, era, certainty, television, subjective, extinction, eventually"
1916,"billionaires, journalism, welfare, dark, writer, yorker, profits, economic, jane, electoral, hedge, mayer, exposes, profound, america"
